employee_id,first_name,last_name,age,gender,department,job_title,education,experience_years,salary,attrition,attrition_date,hire_date,technical_background,performance_rating,work_life_balance,overtime,travel_frequently,training_times_last_year
433,Employee433,LastName433,39,Female,R&D,Senior Scientist,PhD,5,89399,Yes,2017-05-24,2016-05-09,Yes,5,4,Yes,Yes,0
434,Employee434,LastName434,28,Male,Finance,Accountant,PhD,13,123134,Yes,2013-06-26,2011-03-17,No,5,4,No,No,5
435,Employee435,LastName435,64,Male,Operations,Logistics Manager,PhD,18,62274,No,,2011-10-06,No,1,4,Yes,No,4
436,Employee436,LastName436,52,Female,Marketing,Product Manager,Master,8,92638,Yes,2020-02-15,2015-01-08,No,4,2,No,No,7
437,Employee437,LastName437,26,Male,Finance,Senior Analyst,Bachelor,16,81996,No,,2012-07-13,No,3,5,Yes,Yes,6
438,Employee438,LastName438,42,Male,Operations,Logistics Manager,Master,18,122402,No,,2011-08-05,No,4,2,Yes,Yes,7
439,Employee439,LastName439,43,Male,Finance,Senior Analyst,PhD,7,148196,No,,2023-04-04,No,3,5,Yes,Yes,10
440,Employee440,LastName440,58,Male,Marketing,Digital Marketing Specialist,Master,16,117756,No,,2012-07-25,No,1,4,Yes,No,6
441,Employee441,LastName441,65,Male,HR,HR Manager,Bachelor,20,73522,No,,2018-07-02,No,2,5,Yes,Yes,10
442,Employee442,LastName442,56,Female,IT,Data Analyst,Bachelor,10,134327,No,,2018-09-30,No,3,3,No,No,5
443,Employee443,LastName443,61,Male,HR,HR Coordinator,Bachelor,17,93394,No,,2019-01-25,No,5,1,Yes,No,1
444,Employee444,LastName444,23,Female,Operations,Logistics Manager,PhD,8,86697,No,,2019-09-07,No,4,4,No,No,8
445,Employee445,LastName445,52,Male,IT,Full Stack Developer,Bachelor,5,82810,No,,2014-03-22,No,2,2,Yes,Yes,10
446,Employee446,LastName446,53,Male,HR,Recruiter,Master,14,148406,Yes,2016-09-23,2013-01-17,No,5,4,Yes,No,8
447,Employee447,LastName447,46,Female,Finance,Financial Analyst,PhD,12,110294,Yes,2018-07-15,2015-01-24,No,2,5,No,No,8
448,Employee448,LastName448,24,Female,Sales,Sales Director,Bachelor,2,121056,No,,2022-09-29,No,4,1,Yes,No,7
449,Employee449,LastName449,55,Male,Sales,Sales Manager,PhD,20,128058,No,,2011-12-26,No,5,5,No,Yes,5
450,Employee450,LastName450,52,Male,Sales,Sales Director,Master,15,91257,No,,2021-07-01,No,3,3,Yes,Yes,9
451,Employee451,LastName451,58,Female,Marketing,Product Manager,Bachelor,9,120085,No,,2011-05-19,No,1,3,Yes,No,7
452,Employee452,LastName452,54,Male,HR,Training Specialist,Master,3,81073,No,,2016-03-26,No,3,1,Yes,Yes,9
453,Employee453,LastName453,64,Male,Marketing,Brand Manager,PhD,15,75958,No,,2018-04-18,No,4,2,Yes,No,1
454,Employee454,LastName454,53,Male,IT,Data Analyst,PhD,14,141254,Yes,2021-02-21,2018-08-05,Yes,3,1,No,Yes,0
455,Employee455,LastName455,47,Female,IT,Full Stack Developer,PhD,16,137485,No,,2016-10-04,Yes,4,4,No,Yes,8
456,Employee456,LastName456,22,Female,Operations,Production Manager,PhD,10,134505,No,,2020-01-25,No,1,1,No,No,9
457,Employee457,LastName457,43,Female,Marketing,Brand Manager,PhD,9,121569,No,,2015-12-28,No,4,4,Yes,Yes,8
458,Employee458,LastName458,42,Male,R&D,Research Scientist,Master,18,57805,No,,2010-03-28,Yes,5,1,No,No,3
459,Employee459,LastName459,38,Female,Marketing,Marketing Specialist,PhD,7,131062,Yes,2011-05-12,2010-10-06,No,2,5,Yes,Yes,1
460,Employee460,LastName460,46,Male,Operations,Supply Chain Manager,Master,19,83609,No,,2014-02-22,No,4,1,No,No,6
461,Employee461,LastName461,38,Female,Marketing,Marketing Specialist,Master,6,95933,No,,2011-08-30,No,3,1,No,No,2
462,Employee462,LastName462,53,Male,Finance,Senior Analyst,Bachelor,7,63857,No,,2023-09-09,No,5,4,Yes,Yes,7
463,Employee463,LastName463,28,Female,Marketing,Brand Manager,Master,2,47459,Yes,2015-10-19,2011-08-21,No,4,2,Yes,Yes,10
464,Employee464,LastName464,31,Female,Finance,Budget Analyst,PhD,11,146055,No,,2018-10-11,No,4,4,No,No,1
465,Employee465,LastName465,22,Male,Sales,Sales Director,Master,13,134369,Yes,2023-11-24,2020-10-24,No,3,4,Yes,Yes,5
466,Employee466,LastName466,27,Female,Sales,Sales Representative,PhD,15,50155,No,,2016-07-03,No,4,2,No,No,1
467,Employee467,LastName467,53,Female,Marketing,Content Manager,Bachelor,3,70309,No,,2019-10-28,No,1,5,Yes,No,6
468,Employee468,LastName468,53,Female,HR,HR Manager,Bachelor,18,89470,No,,2020-01-29,No,1,3,Yes,No,1
469,Employee469,LastName469,65,Female,IT,Software Engineer,Bachelor,18,141398,No,,2013-05-05,Yes,2,4,Yes,No,9
470,Employee470,LastName470,63,Male,HR,HR Manager,Master,5,149031,No,,2010-04-28,No,1,4,Yes,Yes,1
471,Employee471,LastName471,60,Female,HR,Recruiter,Master,20,141721,Yes,2016-03-01,2014-12-12,No,4,3,Yes,Yes,5
472,Employee472,LastName472,24,Male,Operations,Operations Manager,Master,19,63512,No,,2013-11-21,No,4,2,No,Yes,7
473,Employee473,LastName473,30,Male,IT,Full Stack Developer,Bachelor,4,45832,No,,2018-06-09,Yes,1,2,Yes,No,6
474,Employee474,LastName474,30,Female,Marketing,Product Manager,Master,7,99005,No,,2013-03-18,No,2,2,Yes,Yes,7
475,Employee475,LastName475,62,Male,Sales,Sales Representative,Bachelor,10,60401,No,,2017-10-20,No,5,1,No,Yes,7
476,Employee476,LastName476,39,Male,Operations,Logistics Manager,Master,2,68111,Yes,2015-04-06,2014-05-06,No,2,1,Yes,No,4
477,Employee477,LastName477,38,Female,IT,QA Engineer,Bachelor,11,65715,Yes,2024-05-25,2020-03-01,Yes,1,4,Yes,Yes,3
478,Employee478,LastName478,59,Female,Marketing,Brand Manager,Bachelor,19,147101,No,,2017-04-24,No,1,3,Yes,Yes,3
479,Employee479,LastName479,34,Female,Marketing,Digital Marketing Specialist,Bachelor,13,102129,Yes,2018-04-24,2014-12-13,No,2,2,No,Yes,6
480,Employee480,LastName480,51,Male,R&D,Tech Lead,Bachelor,7,49206,No,,2018-01-16,Yes,5,1,No,Yes,1
481,Employee481,LastName481,51,Female,Operations,Supply Chain Manager,Master,14,124119,No,,2013-11-03,No,2,5,Yes,Yes,1
482,Employee482,LastName482,35,Female,Finance,Financial Manager,Bachelor,19,140684,No,,2020-08-14,No,4,2,Yes,No,6
483,Employee483,LastName483,59,Male,Sales,Account Manager,Bachelor,5,50250,No,,2022-11-13,No,4,5,Yes,No,8
484,Employee484,LastName484,28,Female,Finance,Budget Analyst,Bachelor,15,135853,No,,2021-02-09,No,4,2,Yes,No,4
485,Employee485,LastName485,23,Male,IT,Full Stack Developer,Master,16,146165,Yes,2019-06-30,2016-11-02,Yes,2,4,Yes,No,10
486,Employee486,LastName486,62,Male,Finance,Financial Manager,PhD,3,49287,No,,2018-08-19,No,3,4,No,Yes,10
487,Employee487,LastName487,25,Female,HR,HR Manager,Master,17,92918,No,,2018-03-01,No,4,5,Yes,No,5
488,Employee488,LastName488,57,Male,IT,QA Engineer,Bachelor,7,130070,No,,2013-02-07,Yes,4,5,Yes,Yes,5
489,Employee489,LastName489,54,Female,R&D,Principal Scientist,Master,14,110726,Yes,2018-05-22,2016-03-20,No,5,1,No,No,7
490,Employee490,LastName490,65,Female,Sales,Account Manager,Bachelor,3,55508,No,,2014-03-23,No,4,2,No,Yes,1
491,Employee491,LastName491,29,Female,IT,DevOps Engineer,Master,5,134443,Yes,2022-05-11,2021-02-17,Yes,5,2,No,No,6
492,Employee492,LastName492,40,Male,Finance,Accountant,PhD,7,129498,Yes,2015-12-28,2011-05-31,No,3,4,No,No,7
493,Employee493,LastName493,51,Female,Sales,Sales Director,Bachelor,10,148450,Yes,2027-03-25,2022-09-21,No,3,2,No,No,4
494,Employee494,LastName494,31,Male,Operations,Supply Chain Manager,PhD,12,66075,No,,2016-05-18,No,5,3,Yes,Yes,10
495,Employee495,LastName495,32,Male,Operations,Supply Chain Manager,Master,8,79132,Yes,2014-06-24,2012-08-15,No,3,2,Yes,Yes,10
496,Employee496,LastName496,31,Female,R&D,Senior Engineer,Bachelor,12,98026,Yes,2021-01-18,2020-01-22,No,4,2,No,No,2
497,Employee497,LastName497,63,Female,HR,Training Specialist,PhD,10,64278,No,,2020-08-18,No,5,4,No,Yes,7
498,Employee498,LastName498,65,Male,HR,Recruiter,PhD,18,73883,No,,2012-08-15,No,4,3,Yes,No,0
499,Employee499,LastName499,59,Male,Sales,Sales Director,Bachelor,17,47955,No,,2014-12-25,No,1,5,No,Yes,8
500,Employee500,LastName500,53,Male,Finance,Financial Analyst,PhD,11,92325,No,,2023-07-13,No,4,2,No,No,6
501,Employee501,LastName501,40,Male,R&D,Research Director,PhD,12,103224,Yes,2020-06-17,2017-11-18,Yes,4,4,No,Yes,6
502,Employee502,LastName502,30,Female,Marketing,Brand Manager,Master,19,113852,Yes,2024-08-28,2023-05-31,No,3,1,No,Yes,0
503,Employee503,LastName503,48,Female,Finance,Budget Analyst,Bachelor,6,71117,No,,2022-06-20,No,2,4,No,No,0
504,Employee504,LastName504,59,Female,Operations,Logistics Manager,Bachelor,10,48517,No,,2021-01-30,No,1,2,No,No,10
505,Employee505,LastName505,29,Female,Operations,Supply Chain Manager,Bachelor,10,60644,Yes,2024-07-10,2019-05-11,No,3,4,Yes,No,9
506,Employee506,LastName506,38,Female,Finance,Budget Analyst,Bachelor,16,79018,No,,2012-09-06,No,2,5,Yes,Yes,5
507,Employee507,LastName507,44,Male,Finance,Senior Analyst,PhD,6,91659,No,,2011-03-10,No,1,3,No,Yes,8
508,Employee508,LastName508,28,Male,IT,Backend Developer,Master,20,80580,No,,2013-10-01,No,3,1,No,Yes,0
509,Employee509,LastName509,45,Female,IT,Software Engineer,Bachelor,16,65257,No,,2019-03-30,Yes,5,2,Yes,Yes,6
510,Employee510,LastName510,29,Male,Finance,Financial Manager,PhD,5,92522,No,,2010-05-23,No,2,4,No,Yes,4
511,Employee511,LastName511,36,Male,HR,HR Coordinator,Bachelor,5,72504,No,,2013-03-12,No,2,1,No,Yes,1
512,Employee512,LastName512,49,Female,HR,Training Specialist,PhD,2,52768,Yes,2018-12-07,2014-05-28,No,4,1,No,Yes,1
513,Employee513,LastName513,28,Male,R&D,Principal Engineer,PhD,4,91076,Yes,2028-08-18,2023-07-01,Yes,1,1,Yes,No,9
514,Employee514,LastName514,32,Female,R&D,Research Scientist,PhD,17,73442,Yes,2015-11-21,2015-06-05,Yes,2,3,Yes,Yes,1
515,Employee515,LastName515,45,Female,IT,Data Analyst,Master,19,94756,No,,2014-02-25,Yes,4,2,Yes,No,1
516,Employee516,LastName516,29,Female,Operations,Logistics Manager,Master,15,137370,No,,2012-06-22,No,3,5,Yes,Yes,5
517,Employee517,LastName517,46,Male,Finance,Financial Manager,PhD,10,103190,No,,2020-04-01,No,2,5,No,No,6
518,Employee518,LastName518,52,Male,IT,Backend Developer,Bachelor,12,96952,Yes,2017-11-18,2014-01-08,No,4,5,Yes,Yes,2
519,Employee519,LastName519,59,Female,Finance,Financial Manager,Bachelor,4,122982,Yes,2014-12-25,2013-10-14,No,4,1,Yes,No,7
520,Employee520,LastName520,63,Female,R&D,Principal Scientist,PhD,13,81554,Yes,2021-06-14,2017-12-27,No,2,4,Yes,Yes,4
521,Employee521,LastName521,36,Female,Finance,Financial Analyst,Master,5,133880,Yes,2011-01-17,2010-09-01,No,1,2,No,No,2
522,Employee522,LastName522,26,Male,R&D,Senior Scientist,PhD,17,110260,No,,2021-01-15,Yes,4,5,No,No,8
523,Employee523,LastName523,24,Male,Sales,Sales Director,Master,14,103006,No,,2012-09-02,No,4,1,Yes,Yes,8
524,Employee524,LastName524,32,Female,Marketing,Digital Marketing Specialist,Master,16,145140,Yes,2023-10-03,2019-08-30,No,1,5,No,No,7
525,Employee525,LastName525,54,Male,Sales,Account Manager,PhD,2,133668,No,,2018-10-12,No,3,3,No,Yes,0
526,Employee526,LastName526,30,Male,Sales,Sales Manager,PhD,12,89729,No,,2017-10-28,No,4,1,No,No,5
527,Employee527,LastName527,25,Female,Finance,Financial Manager,PhD,8,56133,No,,2015-07-22,No,1,3,Yes,No,2
528,Employee528,LastName528,24,Female,HR,Recruiter,Master,15,47674,No,,2019-06-23,No,4,5,Yes,No,6
529,Employee529,LastName529,42,Female,Sales,Sales Manager,PhD,19,133488,No,,2012-03-11,No,2,3,No,No,2
530,Employee530,LastName530,45,Female,Sales,Sales Manager,PhD,14,73059,No,,2014-07-11,No,3,3,Yes,No,9
531,Employee531,LastName531,61,Male,Finance,Financial Manager,Bachelor,3,119242,Yes,2024-12-08,2022-12-20,No,5,4,No,Yes,5
532,Employee532,LastName532,63,Male,Operations,Logistics Manager,PhD,10,115772,No,,2021-04-27,No,3,2,No,No,4
533,Employee533,LastName533,64,Female,Sales,Sales Representative,PhD,18,110431,No,,2014-01-19,No,2,4,No,No,9
534,Employee534,LastName534,55,Male,Marketing,Content Manager,Bachelor,7,142836,No,,2018-03-04,No,3,4,No,No,1
535,Employee535,LastName535,48,Male,Marketing,Brand Manager,PhD,9,123804,No,,2016-06-09,No,2,4,Yes,Yes,2
536,Employee536,LastName536,37,Male,IT,Full Stack Developer,PhD,10,49850,No,,2020-05-30,No,2,2,No,Yes,0
537,Employee537,LastName537,64,Female,R&D,Principal Scientist,Bachelor,18,52251,No,,2013-12-12,Yes,1,3,No,Yes,6
538,Employee538,LastName538,47,Male,R&D,Research Manager,PhD,5,121076,Yes,2019-06-30,2015-04-18,Yes,5,3,No,Yes,3
539,Employee539,LastName539,42,Male,Sales,Sales Representative,Master,11,73574,No,,2023-02-08,No,2,1,Yes,Yes,4
540,Employee540,LastName540,38,Female,Finance,Financial Manager,PhD,19,59806,No,,2011-04-04,No,3,5,No,No,10
541,Employee541,LastName541,31,Female,IT,Software Engineer,PhD,12,124405,No,,2020-08-29,No,1,1,Yes,No,8
542,Employee542,LastName542,62,Female,Finance,Accountant,Master,12,95917,No,,2012-09-26,No,1,4,No,No,1
543,Employee543,LastName543,41,Male,Operations,Production Manager,PhD,7,98253,No,,2013-08-05,No,1,3,Yes,No,7
544,Employee544,LastName544,43,Female,Marketing,Brand Manager,PhD,14,53698,No,,2012-04-02,No,3,4,No,No,0
545,Employee545,LastName545,63,Male,Operations,Supply Chain Manager,Bachelor,6,97515,No,,2019-12-12,No,2,3,No,Yes,1
546,Employee546,LastName546,55,Male,IT,Full Stack Developer,Master,5,141360,No,,2023-04-29,No,2,3,Yes,No,4
547,Employee547,LastName547,48,Male,IT,QA Engineer,Bachelor,12,47717,No,,2014-01-30,No,1,5,Yes,Yes,7
548,Employee548,LastName548,32,Female,IT,Data Analyst,Bachelor,2,93224,No,,2018-12-30,No,2,5,Yes,Yes,8
549,Employee549,LastName549,65,Female,Finance,Accountant,Bachelor,16,147514,No,,2012-08-28,No,3,3,No,No,2
550,Employee550,LastName550,60,Male,Finance,Accountant,Master,7,68641,No,,2016-05-07,No,4,2,Yes,No,4
551,Employee551,LastName551,37,Female,IT,Software Engineer,Bachelor,12,106457,No,,2023-01-28,No,2,3,No,Yes,6
552,Employee552,LastName552,60,Female,Marketing,Marketing Specialist,Master,9,75781,Yes,2012-01-19,2011-08-22,No,4,3,Yes,Yes,4
553,Employee553,LastName553,41,Female,Sales,Sales Manager,PhD,13,68510,Yes,2023-05-28,2018-04-27,No,3,2,No,No,7
554,Employee554,LastName554,42,Male,IT,Software Engineer,Bachelor,17,110432,Yes,2020-06-12,2019-09-17,No,3,3,No,No,4
555,Employee555,LastName555,55,Female,Sales,Sales Director,PhD,11,109392,No,,2019-10-10,No,2,5,No,Yes,3
556,Employee556,LastName556,36,Male,IT,Backend Developer,Master,6,102203,No,,2010-10-21,Yes,1,4,Yes,No,5
557,Employee557,LastName557,51,Female,Marketing,Content Manager,Bachelor,16,90823,No,,2012-07-10,No,1,2,No,Yes,2
558,Employee558,LastName558,58,Female,Marketing,Marketing Specialist,PhD,19,145512,No,,2014-10-06,No,5,2,No,Yes,3
559,Employee559,LastName559,65,Female,Operations,Operations Manager,Master,4,93963,Yes,2021-04-10,2017-05-16,No,5,1,No,Yes,0
560,Employee560,LastName560,64,Female,HR,HR Coordinator,PhD,16,131246,No,,2020-03-08,No,1,3,Yes,No,5
561,Employee561,LastName561,35,Male,Marketing,Marketing Specialist,PhD,2,54269,No,,2016-05-06,No,5,5,No,Yes,6
562,Employee562,LastName562,37,Male,R&D,Senior Research Scientist,Master,13,82347,Yes,2013-04-01,2012-01-01,Yes,2,1,No,No,6
563,Employee563,LastName563,65,Female,Marketing,Marketing Specialist,Master,20,112194,No,,2012-12-11,No,2,4,No,No,7
564,Employee564,LastName564,27,Female,R&D,Senior Research Scientist,Bachelor,14,50300,No,,2018-04-05,No,5,3,No,Yes,10
565,Employee565,LastName565,53,Male,Marketing,Digital Marketing Specialist,Bachelor,17,107601,Yes,2024-06-22,2021-10-08,No,3,2,Yes,No,3
566,Employee566,LastName566,40,Female,Sales,Sales Manager,PhD,19,59107,No,,2011-01-26,No,5,4,No,Yes,7
567,Employee567,LastName567,44,Female,Marketing,Marketing Specialist,Bachelor,9,142060,Yes,2026-01-14,2023-02-18,No,4,2,Yes,No,0
568,Employee568,LastName568,41,Female,HR,Recruiter,PhD,11,79743,No,,2023-03-04,No,3,2,Yes,Yes,1
569,Employee569,LastName569,65,Female,Marketing,Marketing Specialist,Master,4,60293,No,,2019-09-24,No,1,2,No,No,6
570,Employee570,LastName570,41,Female,Operations,Logistics Manager,Master,20,56486,No,,2018-02-03,No,2,2,Yes,Yes,1
571,Employee571,LastName571,34,Male,Operations,Supply Chain Manager,PhD,1,76690,No,,2014-09-11,No,4,5,Yes,Yes,4
572,Employee572,LastName572,31,Female,Operations,Supply Chain Manager,PhD,16,137090,Yes,2020-06-23,2019-06-19,No,4,4,No,Yes,7
573,Employee573,LastName573,34,Male,Sales,Account Manager,Bachelor,10,88758,No,,2022-10-09,No,1,1,No,No,7
574,Employee574,LastName574,24,Female,Marketing,Product Manager,PhD,16,125149,No,,2018-12-19,No,4,2,Yes,Yes,6
575,Employee575,LastName575,57,Female,Sales,Account Manager,Master,3,60327,No,,2016-01-04,No,4,5,No,No,6
576,Employee576,LastName576,40,Male,HR,HR Specialist,PhD,7,73796,No,,2020-07-11,No,5,3,No,Yes,4
577,Employee577,LastName577,48,Female,Marketing,Content Manager,PhD,12,72159,No,,2020-08-05,No,3,1,No,Yes,2
578,Employee578,LastName578,60,Male,IT,DevOps Engineer,Bachelor,16,72450,No,,2012-04-06,No,5,1,Yes,No,4
579,Employee579,LastName579,33,Male,R&D,Senior Research Scientist,Bachelor,17,125945,No,,2010-09-19,No,2,1,Yes,No,4
580,Employee580,LastName580,24,Female,R&D,Research Scientist,Master,18,149724,No,,2016-01-01,Yes,4,1,Yes,Yes,8
581,Employee581,LastName581,32,Male,HR,HR Specialist,PhD,4,83289,No,,2014-08-10,No,4,5,No,Yes,2
582,Employee582,LastName582,43,Female,Marketing,Digital Marketing Specialist,Master,5,145823,No,,2012-10-04,No,1,2,No,No,4
583,Employee583,LastName583,27,Male,Sales,Account Manager,Master,9,127502,No,,2018-05-09,No,2,2,No,Yes,2
584,Employee584,LastName584,48,Female,Operations,Production Manager,Bachelor,14,103009,No,,2020-04-16,No,2,1,Yes,Yes,5
585,Employee585,LastName585,32,Female,R&D,Research Scientist,PhD,14,138502,Yes,2011-09-01,2011-05-19,Yes,5,3,No,No,10
586,Employee586,LastName586,42,Female,Marketing,Product Manager,PhD,12,64249,No,,2010-03-06,No,4,4,Yes,No,5
587,Employee587,LastName587,34,Female,Operations,Logistics Manager,PhD,10,139225,Yes,2013-11-06,2011-11-22,No,2,5,No,Yes,1
588,Employee588,LastName588,55,Female,Sales,Sales Director,Bachelor,11,146470,Yes,2018-08-30,2013-08-03,No,3,4,Yes,Yes,5
589,Employee589,LastName589,29,Female,R&D,Principal Scientist,Master,2,75945,Yes,2016-02-02,2012-10-18,Yes,5,5,Yes,No,4
590,Employee590,LastName590,46,Male,R&D,Tech Lead,Master,17,57843,Yes,2018-07-13,2015-07-22,Yes,2,4,No,Yes,1
591,Employee591,LastName591,30,Female,HR,HR Coordinator,PhD,16,113977,No,,2014-10-26,No,4,5,No,No,9
592,Employee592,LastName592,50,Female,Finance,Accountant,PhD,16,61662,No,,2019-05-09,No,4,4,Yes,Yes,3
593,Employee593,LastName593,24,Female,Finance,Financial Analyst,PhD,6,98558,No,,2022-07-16,No,1,1,No,No,0
594,Employee594,LastName594,29,Male,Sales,Sales Director,Master,12,108691,No,,2016-11-02,No,1,2,Yes,No,0
595,Employee595,LastName595,35,Female,R&D,Senior Engineer,Bachelor,6,99732,Yes,2024-02-12,2020-12-18,No,4,5,No,No,5
596,Employee596,LastName596,52,Female,Operations,Logistics Manager,Master,20,132453,No,,2012-12-23,No,4,2,No,Yes,9
597,Employee597,LastName597,46,Female,Marketing,Marketing Specialist,PhD,8,103077,No,,2018-11-14,No,3,1,Yes,Yes,9
598,Employee598,LastName598,57,Female,Marketing,Product Manager,PhD,4,120609,Yes,2027-12-26,2022-07-19,No,1,5,Yes,No,8
599,Employee599,LastName599,64,Male,HR,HR Coordinator,Bachelor,18,77150,No,,2014-01-12,No,5,4,Yes,No,6
600,Employee600,LastName600,53,Male,Sales,Account Manager,Bachelor,1,114193,No,,2017-08-16,No,3,4,No,Yes,1
601,Employee601,LastName601,40,Male,HR,HR Manager,Bachelor,5,85212,No,,2014-02-05,No,4,2,Yes,No,2
602,Employee602,LastName602,41,Male,HR,Recruiter,Master,13,78807,No,,2012-03-19,No,4,1,Yes,Yes,3
603,Employee603,LastName603,53,Male,Operations,Operations Manager,Master,17,52947,No,,2021-04-25,No,3,4,No,Yes,7
604,Employee604,LastName604,62,Female,HR,Training Specialist,PhD,8,58305,No,,2010-06-02,No,2,5,Yes,No,9
605,Employee605,LastName605,27,Female,Finance,Accountant,Master,17,115836,No,,2014-07-25,No,2,2,No,No,0
606,Employee606,LastName606,61,Female,HR,Recruiter,Master,10,123363,Yes,2019-01-26,2013-10-03,No,3,4,No,Yes,9
607,Employee607,LastName607,24,Female,Operations,Production Manager,Bachelor,6,96813,No,,2021-12-24,No,1,2,No,No,3
608,Employee608,LastName608,65,Female,Sales,Account Manager,Master,11,77234,No,,2015-11-12,No,3,3,Yes,No,9
609,Employee609,LastName609,30,Male,R&D,Principal Engineer,Master,1,117848,Yes,2028-10-16,2023-08-28,Yes,4,4,Yes,Yes,8
610,Employee610,LastName610,65,Female,HR,Recruiter,PhD,4,91919,No,,2017-12-01,No,4,2,Yes,Yes,7
611,Employee611,LastName611,50,Male,R&D,Tech Lead,Bachelor,1,56792,No,,2014-12-20,No,5,3,Yes,Yes,7
612,Employee612,LastName612,39,Male,R&D,Senior Engineer,Master,16,119593,Yes,2024-10-09,2023-08-05,No,5,4,Yes,Yes,10
613,Employee613,LastName613,26,Male,Marketing,Content Manager,Master,19,119698,No,,2012-11-16,No,2,5,No,Yes,10
614,Employee614,LastName614,65,Female,HR,HR Manager,Master,18,101694,Yes,2022-08-28,2020-03-07,No,4,3,Yes,No,7
615,Employee615,LastName615,36,Male,R&D,Tech Lead,Bachelor,2,96361,No,,2016-03-26,No,2,3,Yes,Yes,3
616,Employee616,LastName616,26,Female,Marketing,Marketing Specialist,PhD,8,126958,Yes,2016-03-28,2014-06-01,No,1,1,No,No,0
617,Employee617,LastName617,38,Female,Sales,Sales Director,Bachelor,8,88724,No,,2012-06-02,No,5,2,Yes,No,1
618,Employee618,LastName618,59,Female,Marketing,Marketing Specialist,Master,4,86062,No,,2011-12-02,No,1,2,Yes,No,0
619,Employee619,LastName619,26,Female,R&D,Senior Research Scientist,Bachelor,4,125911,Yes,2012-12-26,2011-04-03,No,4,2,Yes,No,6
620,Employee620,LastName620,61,Female,Finance,Financial Analyst,Master,20,112792,No,,2012-04-09,No,3,5,Yes,Yes,1
621,Employee621,LastName621,59,Male,HR,HR Coordinator,Master,7,100182,Yes,2025-10-16,2022-11-09,No,4,5,No,Yes,3
622,Employee622,LastName622,25,Male,IT,DevOps Engineer,PhD,5,115928,No,,2016-12-28,No,2,2,No,No,9
623,Employee623,LastName623,45,Female,R&D,Research Scientist,Bachelor,1,111467,Yes,2025-06-30,2021-08-11,Yes,5,1,No,No,3
624,Employee624,LastName624,26,Male,IT,QA Engineer,PhD,11,88403,No,,2014-04-01,No,5,5,No,No,6
625,Employee625,LastName625,28,Male,R&D,Research Director,PhD,15,75182,Yes,2016-03-09,2010-12-12,Yes,4,5,Yes,Yes,7
626,Employee626,LastName626,46,Female,Marketing,Brand Manager,Bachelor,7,54664,Yes,2019-02-05,2018-12-24,No,3,1,Yes,Yes,4
627,Employee627,LastName627,62,Male,Finance,Accountant,Bachelor,19,82237,Yes,2018-04-27,2018-01-27,No,2,2,No,Yes,5
628,Employee628,LastName628,33,Male,Operations,Production Manager,Bachelor,7,47751,No,,2010-06-26,No,2,4,Yes,No,3
629,Employee629,LastName629,37,Female,R&D,Senior Engineer,Bachelor,12,63931,No,,2018-05-09,No,2,2,Yes,No,5
630,Employee630,LastName630,62,Female,R&D,Research Manager,Master,8,148492,No,,2011-01-14,Yes,2,3,Yes,Yes,10
631,Employee631,LastName631,30,Female,Operations,Supply Chain Manager,PhD,17,55670,No,,2023-02-06,No,4,5,Yes,Yes,8
632,Employee632,LastName632,53,Female,Finance,Financial Manager,PhD,17,136030,Yes,2024-06-28,2020-05-31,No,4,4,No,No,9
633,Employee633,LastName633,35,Male,Finance,Accountant,Master,8,73651,No,,2014-07-21,No,3,4,No,Yes,5
634,Employee634,LastName634,30,Male,R&D,Research Scientist,Master,3,112143,Yes,2018-09-03,2016-08-14,Yes,5,3,No,No,7
635,Employee635,LastName635,45,Female,Finance,Financial Analyst,Bachelor,16,102892,No,,2017-02-10,No,2,3,Yes,No,1
636,Employee636,LastName636,39,Male,R&D,Research Manager,Bachelor,8,88746,Yes,2014-04-23,2012-03-17,Yes,2,3,No,No,10
637,Employee637,LastName637,34,Female,Operations,Production Manager,Bachelor,20,145935,No,,2013-02-03,No,3,3,No,No,6
638,Employee638,LastName638,52,Male,Operations,Supply Chain Manager,Bachelor,17,139809,No,,2013-05-07,No,2,4,Yes,No,7
639,Employee639,LastName639,42,Male,R&D,Research Director,Master,7,103978,No,,2019-08-14,No,5,1,No,Yes,9
640,Employee640,LastName640,41,Male,Operations,Production Manager,Master,1,74555,No,,2021-03-18,No,4,4,No,No,5
641,Employee641,LastName641,58,Male,Sales,Sales Director,PhD,2,127554,Yes,2018-07-18,2013-02-13,No,5,5,No,No,3
642,Employee642,LastName642,56,Male,Finance,Financial Manager,PhD,13,104183,No,,2014-03-23,No,3,1,Yes,Yes,10
643,Employee643,LastName643,24,Male,Sales,Sales Manager,Master,20,82200,Yes,2022-02-26,2020-12-16,No,2,2,No,Yes,7
644,Employee644,LastName644,55,Female,HR,Recruiter,Master,1,65582,No,,2013-11-08,No,1,2,No,No,1
645,Employee645,LastName645,30,Male,Finance,Senior Analyst,Bachelor,7,124129,No,,2016-12-12,No,5,3,Yes,No,4
646,Employee646,LastName646,31,Male,IT,QA Engineer,Master,15,119609,No,,2011-06-09,Yes,4,4,No,Yes,1
647,Employee647,LastName647,44,Female,R&D,Senior Research Scientist,Bachelor,10,68537,No,,2018-10-09,Yes,5,4,No,No,10
648,Employee648,LastName648,47,Male,IT,DevOps Engineer,PhD,2,115482,No,,2015-05-18,Yes,3,1,Yes,No,6
